PING 10.0.0.2 (10.0.0.2) 56(84) bytes of data.
64 bytes from 10.0.0.2: icmp_seq=765 ttl=64 time=814 ms
64 bytes from 10.0.0.2: icmp_seq=766 ttl=64 time=808 ms
64 bytes from 10.0.0.2: icmp_seq=767 ttl=64 time=812 ms
64 bytes from 10.0.0.2: icmp_seq=768 ttl=64 time=879 ms
64 bytes from 10.0.0.2: icmp_seq=769 ttl=64 time=892 ms
64 bytes from 10.0.0.2: icmp_seq=770 ttl=64 time=884 ms
64 bytes from 10.0.0.2: icmp_seq=771 ttl=64 time=880 ms
64 bytes from 10.0.0.2: icmp_seq=772 ttl=64 time=873 ms
64 bytes from 10.0.0.2: icmp_seq=773 ttl=64 time=883 ms
64 bytes from 10.0.0.2: icmp_seq=774 ttl=64 time=880 ms
64 bytes from 10.0.0.2: icmp_seq=775 ttl=64 time=872 ms
64 bytes from 10.0.0.2: icmp_seq=776 ttl=64 time=876 ms
64 bytes from 10.0.0.2: icmp_seq=777 ttl=64 time=889 ms
64 bytes from 10.0.0.2: icmp_seq=778 ttl=64 time=902 ms
64 bytes from 10.0.0.2: icmp_seq=779 ttl=64 time=902 ms
64 bytes from 10.0.0.2: icmp_seq=780 ttl=64 time=896 ms
64 bytes from 10.0.0.2: icmp_seq=781 ttl=64 time=893 ms
64 bytes from 10.0.0.2: icmp_seq=782 ttl=64 time=907 ms
64 bytes from 10.0.0.2: icmp_seq=783 ttl=64 time=904 ms
64 bytes from 10.0.0.2: icmp_seq=784 ttl=64 time=898 ms
64 bytes from 10.0.0.2: icmp_seq=785 ttl=64 time=895 ms
64 bytes from 10.0.0.2: icmp_seq=786 ttl=64 time=909 ms
64 bytes from 10.0.0.2: icmp_seq=787 ttl=64 time=898 ms
64 bytes from 10.0.0.2: icmp_seq=788 ttl=64 time=895 ms
64 bytes from 10.0.0.2: icmp_seq=789 ttl=64 time=891 ms
64 bytes from 10.0.0.2: icmp_seq=790 ttl=64 time=905 ms
64 bytes from 10.0.0.2: icmp_seq=791 ttl=64 time=898 ms
64 bytes from 10.0.0.2: icmp_seq=792 ttl=64 time=896 ms
64 bytes from 10.0.0.2: icmp_seq=793 ttl=64 time=907 ms
64 bytes from 10.0.0.2: icmp_seq=794 ttl=64 time=904 ms
64 bytes from 10.0.0.2: icmp_seq=795 ttl=64 time=898 ms
64 bytes from 10.0.0.2: icmp_seq=796 ttl=64 time=893 ms
64 bytes from 10.0.0.2: icmp_seq=797 ttl=64 time=905 ms
64 bytes from 10.0.0.2: icmp_seq=798 ttl=64 time=901 ms
64 bytes from 10.0.0.2: icmp_seq=799 ttl=64 time=896 ms
64 bytes from 10.0.0.2: icmp_seq=800 ttl=64 time=892 ms
64 bytes from 10.0.0.2: icmp_seq=801 ttl=64 time=906 ms
64 bytes from 10.0.0.2: icmp_seq=802 ttl=64 time=898 ms
64 bytes from 10.0.0.2: icmp_seq=803 ttl=64 time=894 ms
64 bytes from 10.0.0.2: icmp_seq=804 ttl=64 time=908 ms
64 bytes from 10.0.0.2: icmp_seq=805 ttl=64 time=903 ms
64 bytes from 10.0.0.2: icmp_seq=806 ttl=64 time=899 ms
64 bytes from 10.0.0.2: icmp_seq=807 ttl=64 time=896 ms
64 bytes from 10.0.0.2: icmp_seq=808 ttl=64 time=908 ms
64 bytes from 10.0.0.2: icmp_seq=809 ttl=64 time=905 ms
64 bytes from 10.0.0.2: icmp_seq=810 ttl=64 time=920 ms
64 bytes from 10.0.0.2: icmp_seq=811 ttl=64 time=917 ms
64 bytes from 10.0.0.2: icmp_seq=812 ttl=64 time=915 ms
64 bytes from 10.0.0.2: icmp_seq=813 ttl=64 time=913 ms
64 bytes from 10.0.0.2: icmp_seq=814 ttl=64 time=923 ms
64 bytes from 10.0.0.2: icmp_seq=815 ttl=64 time=938 ms
64 bytes from 10.0.0.2: icmp_seq=816 ttl=64 time=935 ms
64 bytes from 10.0.0.2: icmp_seq=817 ttl=64 time=930 ms
64 bytes from 10.0.0.2: icmp_seq=818 ttl=64 time=927 ms
64 bytes from 10.0.0.2: icmp_seq=819 ttl=64 time=934 ms
64 bytes from 10.0.0.2: icmp_seq=820 ttl=64 time=931 ms
64 bytes from 10.0.0.2: icmp_seq=821 ttl=64 time=927 ms
64 bytes from 10.0.0.2: icmp_seq=822 ttl=64 time=938 ms
64 bytes from 10.0.0.2: icmp_seq=823 ttl=64 time=929 ms
64 bytes from 10.0.0.2: icmp_seq=824 ttl=64 time=940 ms
64 bytes from 10.0.0.2: icmp_seq=825 ttl=64 time=921 ms
64 bytes from 10.0.0.2: icmp_seq=826 ttl=64 time=933 ms
64 bytes from 10.0.0.2: icmp_seq=827 ttl=64 time=929 ms
64 bytes from 10.0.0.2: icmp_seq=828 ttl=64 time=942 ms
64 bytes from 10.0.0.2: icmp_seq=829 ttl=64 time=938 ms
64 bytes from 10.0.0.2: icmp_seq=830 ttl=64 time=936 ms
64 bytes from 10.0.0.2: icmp_seq=831 ttl=64 time=937 ms
64 bytes from 10.0.0.2: icmp_seq=832 ttl=64 time=932 ms
64 bytes from 10.0.0.2: icmp_seq=833 ttl=64 time=926 ms
64 bytes from 10.0.0.2: icmp_seq=834 ttl=64 time=938 ms
64 bytes from 10.0.0.2: icmp_seq=835 ttl=64 time=938 ms
64 bytes from 10.0.0.2: icmp_seq=836 ttl=64 time=931 ms
64 bytes from 10.0.0.2: icmp_seq=837 ttl=64 time=927 ms
64 bytes from 10.0.0.2: icmp_seq=838 ttl=64 time=941 ms
64 bytes from 10.0.0.2: icmp_seq=839 ttl=64 time=921 ms
64 bytes from 10.0.0.2: icmp_seq=840 ttl=64 time=929 ms
64 bytes from 10.0.0.2: icmp_seq=841 ttl=64 time=926 ms
64 bytes from 10.0.0.2: icmp_seq=842 ttl=64 time=938 ms
64 bytes from 10.0.0.2: icmp_seq=843 ttl=64 time=933 ms
64 bytes from 10.0.0.2: icmp_seq=844 ttl=64 time=929 ms
64 bytes from 10.0.0.2: icmp_seq=845 ttl=64 time=926 ms
64 bytes from 10.0.0.2: icmp_seq=846 ttl=64 time=938 ms
64 bytes from 10.0.0.2: icmp_seq=847 ttl=64 time=951 ms
64 bytes from 10.0.0.2: icmp_seq=848 ttl=64 time=948 ms
64 bytes from 10.0.0.2: icmp_seq=849 ttl=64 time=942 ms
64 bytes from 10.0.0.2: icmp_seq=850 ttl=64 time=939 ms
64 bytes from 10.0.0.2: icmp_seq=851 ttl=64 time=970 ms
64 bytes from 10.0.0.2: icmp_seq=852 ttl=64 time=967 ms
64 bytes from 10.0.0.2: icmp_seq=853 ttl=64 time=962 ms
64 bytes from 10.0.0.2: icmp_seq=854 ttl=64 time=957 ms
64 bytes from 10.0.0.2: icmp_seq=855 ttl=64 time=975 ms
64 bytes from 10.0.0.2: icmp_seq=856 ttl=64 time=966 ms
64 bytes from 10.0.0.2: icmp_seq=857 ttl=64 time=945 ms
64 bytes from 10.0.0.2: icmp_seq=858 ttl=64 time=940 ms
64 bytes from 10.0.0.2: icmp_seq=859 ttl=64 time=953 ms
64 bytes from 10.0.0.2: icmp_seq=860 ttl=64 time=954 ms
64 bytes from 10.0.0.2: icmp_seq=861 ttl=64 time=947 ms
64 bytes from 10.0.0.2: icmp_seq=862 ttl=64 time=942 ms
64 bytes from 10.0.0.2: icmp_seq=863 ttl=64 time=939 ms
64 bytes from 10.0.0.2: icmp_seq=864 ttl=64 time=948 ms
64 bytes from 10.0.0.2: icmp_seq=865 ttl=64 time=895 ms
64 bytes from 10.0.0.2: icmp_seq=866 ttl=64 time=858 ms
64 bytes from 10.0.0.2: icmp_seq=867 ttl=64 time=854 ms
64 bytes from 10.0.0.2: icmp_seq=868 ttl=64 time=862 ms
64 bytes from 10.0.0.2: icmp_seq=869 ttl=64 time=858 ms
64 bytes from 10.0.0.2: icmp_seq=870 ttl=64 time=867 ms
64 bytes from 10.0.0.2: icmp_seq=871 ttl=64 time=866 ms
64 bytes from 10.0.0.2: icmp_seq=872 ttl=64 time=862 ms
64 bytes from 10.0.0.2: icmp_seq=873 ttl=64 time=859 ms
64 bytes from 10.0.0.2: icmp_seq=874 ttl=64 time=852 ms
64 bytes from 10.0.0.2: icmp_seq=875 ttl=64 time=939 ms
64 bytes from 10.0.0.2: icmp_seq=876 ttl=64 time=934 ms
64 bytes from 10.0.0.2: icmp_seq=877 ttl=64 time=913 ms
64 bytes from 10.0.0.2: icmp_seq=878 ttl=64 time=927 ms
64 bytes from 10.0.0.2: icmp_seq=879 ttl=64 time=923 ms
64 bytes from 10.0.0.2: icmp_seq=880 ttl=64 time=921 ms
64 bytes from 10.0.0.2: icmp_seq=881 ttl=64 time=933 ms
64 bytes from 10.0.0.2: icmp_seq=882 ttl=64 time=930 ms
64 bytes from 10.0.0.2: icmp_seq=883 ttl=64 time=926 ms
64 bytes from 10.0.0.2: icmp_seq=884 ttl=64 time=941 ms
64 bytes from 10.0.0.2: icmp_seq=885 ttl=64 time=939 ms
64 bytes from 10.0.0.2: icmp_seq=886 ttl=64 time=934 ms
64 bytes from 10.0.0.2: icmp_seq=887 ttl=64 time=946 ms
64 bytes from 10.0.0.2: icmp_seq=888 ttl=64 time=945 ms
64 bytes from 10.0.0.2: icmp_seq=889 ttl=64 time=957 ms
64 bytes from 10.0.0.2: icmp_seq=890 ttl=64 time=954 ms
64 bytes from 10.0.0.2: icmp_seq=891 ttl=64 time=951 ms
64 bytes from 10.0.0.2: icmp_seq=892 ttl=64 time=947 ms
64 bytes from 10.0.0.2: icmp_seq=893 ttl=64 time=945 ms
64 bytes from 10.0.0.2: icmp_seq=894 ttl=64 time=938 ms
64 bytes from 10.0.0.2: icmp_seq=895 ttl=64 time=951 ms
64 bytes from 10.0.0.2: icmp_seq=896 ttl=64 time=946 ms
64 bytes from 10.0.0.2: icmp_seq=897 ttl=64 time=943 ms
64 bytes from 10.0.0.2: icmp_seq=898 ttl=64 time=941 ms
64 bytes from 10.0.0.2: icmp_seq=899 ttl=64 time=953 ms
64 bytes from 10.0.0.2: icmp_seq=900 ttl=64 time=950 ms
64 bytes from 10.0.0.2: icmp_seq=901 ttl=64 time=946 ms
64 bytes from 10.0.0.2: icmp_seq=902 ttl=64 time=943 ms
64 bytes from 10.0.0.2: icmp_seq=903 ttl=64 time=956 ms
64 bytes from 10.0.0.2: icmp_seq=904 ttl=64 time=953 ms
64 bytes from 10.0.0.2: icmp_seq=905 ttl=64 time=950 ms
64 bytes from 10.0.0.2: icmp_seq=906 ttl=64 time=946 ms
64 bytes from 10.0.0.2: icmp_seq=907 ttl=64 time=944 ms
64 bytes from 10.0.0.2: icmp_seq=908 ttl=64 time=965 ms
64 bytes from 10.0.0.2: icmp_seq=909 ttl=64 time=954 ms
64 bytes from 10.0.0.2: icmp_seq=910 ttl=64 time=950 ms
64 bytes from 10.0.0.2: icmp_seq=911 ttl=64 time=961 ms
64 bytes from 10.0.0.2: icmp_seq=912 ttl=64 time=959 ms
64 bytes from 10.0.0.2: icmp_seq=913 ttl=64 time=971 ms
64 bytes from 10.0.0.2: icmp_seq=914 ttl=64 time=969 ms
64 bytes from 10.0.0.2: icmp_seq=915 ttl=64 time=968 ms
64 bytes from 10.0.0.2: icmp_seq=916 ttl=64 time=961 ms
64 bytes from 10.0.0.2: icmp_seq=917 ttl=64 time=960 ms
64 bytes from 10.0.0.2: icmp_seq=918 ttl=64 time=971 ms
64 bytes from 10.0.0.2: icmp_seq=919 ttl=64 time=966 ms
64 bytes from 10.0.0.2: icmp_seq=920 ttl=64 time=963 ms
64 bytes from 10.0.0.2: icmp_seq=921 ttl=64 time=964 ms
64 bytes from 10.0.0.2: icmp_seq=922 ttl=64 time=958 ms
64 bytes from 10.0.0.2: icmp_seq=923 ttl=64 time=970 ms
64 bytes from 10.0.0.2: icmp_seq=924 ttl=64 time=966 ms
64 bytes from 10.0.0.2: icmp_seq=925 ttl=64 time=980 ms
64 bytes from 10.0.0.2: icmp_seq=926 ttl=64 time=979 ms
64 bytes from 10.0.0.2: icmp_seq=927 ttl=64 time=972 ms
64 bytes from 10.0.0.2: icmp_seq=928 ttl=64 time=985 ms
64 bytes from 10.0.0.2: icmp_seq=929 ttl=64 time=982 ms
64 bytes from 10.0.0.2: icmp_seq=930 ttl=64 time=978 ms
64 bytes from 10.0.0.2: icmp_seq=931 ttl=64 time=974 ms
64 bytes from 10.0.0.2: icmp_seq=932 ttl=64 time=967 ms
64 bytes from 10.0.0.2: icmp_seq=933 ttl=64 time=976 ms
64 bytes from 10.0.0.2: icmp_seq=934 ttl=64 time=988 ms
64 bytes from 10.0.0.2: icmp_seq=935 ttl=64 time=986 ms
64 bytes from 10.0.0.2: icmp_seq=936 ttl=64 time=981 ms
64 bytes from 10.0.0.2: icmp_seq=937 ttl=64 time=978 ms
64 bytes from 10.0.0.2: icmp_seq=938 ttl=64 time=976 ms
64 bytes from 10.0.0.2: icmp_seq=939 ttl=64 time=987 ms
64 bytes from 10.0.0.2: icmp_seq=940 ttl=64 time=984 ms
64 bytes from 10.0.0.2: icmp_seq=941 ttl=64 time=982 ms
64 bytes from 10.0.0.2: icmp_seq=942 ttl=64 time=976 ms
64 bytes from 10.0.0.2: icmp_seq=943 ttl=64 time=975 ms
64 bytes from 10.0.0.2: icmp_seq=944 ttl=64 time=987 ms
64 bytes from 10.0.0.2: icmp_seq=945 ttl=64 time=983 ms
64 bytes from 10.0.0.2: icmp_seq=946 ttl=64 time=978 ms
64 bytes from 10.0.0.2: icmp_seq=947 ttl=64 time=976 ms
64 bytes from 10.0.0.2: icmp_seq=948 ttl=64 time=989 ms
64 bytes from 10.0.0.2: icmp_seq=949 ttl=64 time=985 ms
64 bytes from 10.0.0.2: icmp_seq=950 ttl=64 time=985 ms
64 bytes from 10.0.0.2: icmp_seq=951 ttl=64 time=981 ms
64 bytes from 10.0.0.2: icmp_seq=952 ttl=64 time=978 ms
64 bytes from 10.0.0.2: icmp_seq=953 ttl=64 time=976 ms
64 bytes from 10.0.0.2: icmp_seq=954 ttl=64 time=989 ms
64 bytes from 10.0.0.2: icmp_seq=955 ttl=64 time=987 ms
64 bytes from 10.0.0.2: icmp_seq=956 ttl=64 time=981 ms
64 bytes from 10.0.0.2: icmp_seq=957 ttl=64 time=984 ms
64 bytes from 10.0.0.2: icmp_seq=958 ttl=64 time=975 ms
64 bytes from 10.0.0.2: icmp_seq=959 ttl=64 time=1003 ms
64 bytes from 10.0.0.2: icmp_seq=960 ttl=64 time=999 ms
64 bytes from 10.0.0.2: icmp_seq=961 ttl=64 time=1001 ms
64 bytes from 10.0.0.2: icmp_seq=962 ttl=64 time=993 ms
64 bytes from 10.0.0.2: icmp_seq=963 ttl=64 time=992 ms
64 bytes from 10.0.0.2: icmp_seq=964 ttl=64 time=1020 ms
64 bytes from 10.0.0.2: icmp_seq=965 ttl=64 time=1030 ms
64 bytes from 10.0.0.2: icmp_seq=966 ttl=64 time=1017 ms
64 bytes from 10.0.0.2: icmp_seq=967 ttl=64 time=1015 ms
64 bytes from 10.0.0.2: icmp_seq=968 ttl=64 time=1029 ms
64 bytes from 10.0.0.2: icmp_seq=969 ttl=64 time=984 ms
64 bytes from 10.0.0.2: icmp_seq=970 ttl=64 time=981 ms
64 bytes from 10.0.0.2: icmp_seq=971 ttl=64 time=994 ms
64 bytes from 10.0.0.2: icmp_seq=972 ttl=64 time=990 ms
64 bytes from 10.0.0.2: icmp_seq=973 ttl=64 time=989 ms
64 bytes from 10.0.0.2: icmp_seq=974 ttl=64 time=986 ms
64 bytes from 10.0.0.2: icmp_seq=975 ttl=64 time=968 ms
64 bytes from 10.0.0.2: icmp_seq=976 ttl=64 time=986 ms
64 bytes from 10.0.0.2: icmp_seq=977 ttl=64 time=977 ms
64 bytes from 10.0.0.2: icmp_seq=978 ttl=64 time=957 ms
64 bytes from 10.0.0.2: icmp_seq=979 ttl=64 time=904 ms
64 bytes from 10.0.0.2: icmp_seq=980 ttl=64 time=902 ms
64 bytes from 10.0.0.2: icmp_seq=981 ttl=64 time=897 ms
64 bytes from 10.0.0.2: icmp_seq=982 ttl=64 time=899 ms
64 bytes from 10.0.0.2: icmp_seq=983 ttl=64 time=912 ms
64 bytes from 10.0.0.2: icmp_seq=984 ttl=64 time=910 ms
64 bytes from 10.0.0.2: icmp_seq=985 ttl=64 time=904 ms
64 bytes from 10.0.0.2: icmp_seq=986 ttl=64 time=899 ms
64 bytes from 10.0.0.2: icmp_seq=987 ttl=64 time=894 ms
64 bytes from 10.0.0.2: icmp_seq=988 ttl=64 time=900 ms
64 bytes from 10.0.0.2: icmp_seq=989 ttl=64 time=899 ms
64 bytes from 10.0.0.2: icmp_seq=990 ttl=64 time=909 ms
64 bytes from 10.0.0.2: icmp_seq=991 ttl=64 time=888 ms
64 bytes from 10.0.0.2: icmp_seq=992 ttl=64 time=895 ms
64 bytes from 10.0.0.2: icmp_seq=993 ttl=64 time=893 ms
64 bytes from 10.0.0.2: icmp_seq=994 ttl=64 time=903 ms
64 bytes from 10.0.0.2: icmp_seq=995 ttl=64 time=903 ms
64 bytes from 10.0.0.2: icmp_seq=996 ttl=64 time=895 ms
64 bytes from 10.0.0.2: icmp_seq=997 ttl=64 time=908 ms
64 bytes from 10.0.0.2: icmp_seq=998 ttl=64 time=919 ms
64 bytes from 10.0.0.2: icmp_seq=999 ttl=64 time=915 ms
64 bytes from 10.0.0.2: icmp_seq=1000 ttl=64 time=911 ms
64 bytes from 10.0.0.2: icmp_seq=1001 ttl=64 time=923 ms
64 bytes from 10.0.0.2: icmp_seq=1002 ttl=64 time=936 ms
64 bytes from 10.0.0.2: icmp_seq=1003 ttl=64 time=929 ms
64 bytes from 10.0.0.2: icmp_seq=1004 ttl=64 time=928 ms
64 bytes from 10.0.0.2: icmp_seq=1005 ttl=64 time=937 ms
64 bytes from 10.0.0.2: icmp_seq=1006 ttl=64 time=928 ms
64 bytes from 10.0.0.2: icmp_seq=1007 ttl=64 time=926 ms
64 bytes from 10.0.0.2: icmp_seq=1008 ttl=64 time=914 ms
64 bytes from 10.0.0.2: icmp_seq=1009 ttl=64 time=916 ms
64 bytes from 10.0.0.2: icmp_seq=1010 ttl=64 time=918 ms
64 bytes from 10.0.0.2: icmp_seq=1011 ttl=64 time=926 ms
64 bytes from 10.0.0.2: icmp_seq=1012 ttl=64 time=916 ms
64 bytes from 10.0.0.2: icmp_seq=1013 ttl=64 time=912 ms
64 bytes from 10.0.0.2: icmp_seq=1014 ttl=64 time=918 ms
64 bytes from 10.0.0.2: icmp_seq=1015 ttl=64 time=919 ms
64 bytes from 10.0.0.2: icmp_seq=1016 ttl=64 time=911 ms
64 bytes from 10.0.0.2: icmp_seq=1017 ttl=64 time=924 ms
64 bytes from 10.0.0.2: icmp_seq=1018 ttl=64 time=923 ms
64 bytes from 10.0.0.2: icmp_seq=1019 ttl=64 time=911 ms
64 bytes from 10.0.0.2: icmp_seq=1020 ttl=64 time=909 ms
64 bytes from 10.0.0.2: icmp_seq=1021 ttl=64 time=915 ms
64 bytes from 10.0.0.2: icmp_seq=1022 ttl=64 time=913 ms
64 bytes from 10.0.0.2: icmp_seq=1023 ttl=64 time=924 ms
64 bytes from 10.0.0.2: icmp_seq=1024 ttl=64 time=920 ms
64 bytes from 10.0.0.2: icmp_seq=1025 ttl=64 time=914 ms
64 bytes from 10.0.0.2: icmp_seq=1026 ttl=64 time=924 ms
64 bytes from 10.0.0.2: icmp_seq=1027 ttl=64 time=912 ms
64 bytes from 10.0.0.2: icmp_seq=1028 ttl=64 time=925 ms
64 bytes from 10.0.0.2: icmp_seq=1029 ttl=64 time=921 ms
64 bytes from 10.0.0.2: icmp_seq=1030 ttl=64 time=912 ms
64 bytes from 10.0.0.2: icmp_seq=1031 ttl=64 time=909 ms
64 bytes from 10.0.0.2: icmp_seq=1032 ttl=64 time=926 ms
64 bytes from 10.0.0.2: icmp_seq=1033 ttl=64 time=914 ms
64 bytes from 10.0.0.2: icmp_seq=1034 ttl=64 time=910 ms
64 bytes from 10.0.0.2: icmp_seq=1035 ttl=64 time=915 ms
64 bytes from 10.0.0.2: icmp_seq=1036 ttl=64 time=911 ms
64 bytes from 10.0.0.2: icmp_seq=1037 ttl=64 time=997 ms
64 bytes from 10.0.0.2: icmp_seq=1038 ttl=64 time=1004 ms
64 bytes from 10.0.0.2: icmp_seq=1039 ttl=64 time=1001 ms
64 bytes from 10.0.0.2: icmp_seq=1040 ttl=64 time=999 ms
64 bytes from 10.0.0.2: icmp_seq=1041 ttl=64 time=997 ms
64 bytes from 10.0.0.2: icmp_seq=1042 ttl=64 time=1008 ms
64 bytes from 10.0.0.2: icmp_seq=1043 ttl=64 time=999 ms
64 bytes from 10.0.0.2: icmp_seq=1044 ttl=64 time=1004 ms
64 bytes from 10.0.0.2: icmp_seq=1045 ttl=64 time=999 ms
64 bytes from 10.0.0.2: icmp_seq=1046 ttl=64 time=1013 ms
64 bytes from 10.0.0.2: icmp_seq=1047 ttl=64 time=1008 ms
64 bytes from 10.0.0.2: icmp_seq=1048 ttl=64 time=1022 ms
64 bytes from 10.0.0.2: icmp_seq=1049 ttl=64 time=1021 ms
64 bytes from 10.0.0.2: icmp_seq=1050 ttl=64 time=1017 ms
64 bytes from 10.0.0.2: icmp_seq=1051 ttl=64 time=1018 ms
64 bytes from 10.0.0.2: icmp_seq=1052 ttl=64 time=1022 ms
64 bytes from 10.0.0.2: icmp_seq=1053 ttl=64 time=1019 ms
64 bytes from 10.0.0.2: icmp_seq=1054 ttl=64 time=1012 ms
64 bytes from 10.0.0.2: icmp_seq=1055 ttl=64 time=1010 ms
64 bytes from 10.0.0.2: icmp_seq=1056 ttl=64 time=1012 ms
64 bytes from 10.0.0.2: icmp_seq=1057 ttl=64 time=1010 ms
64 bytes from 10.0.0.2: icmp_seq=1058 ttl=64 time=1008 ms
64 bytes from 10.0.0.2: icmp_seq=1059 ttl=64 time=1012 ms
64 bytes from 10.0.0.2: icmp_seq=1060 ttl=64 time=1013 ms
64 bytes from 10.0.0.2: icmp_seq=1061 ttl=64 time=1009 ms
64 bytes from 10.0.0.2: icmp_seq=1062 ttl=64 time=1012 ms
64 bytes from 10.0.0.2: icmp_seq=1063 ttl=64 time=1008 ms
64 bytes from 10.0.0.2: icmp_seq=1064 ttl=64 time=1006 ms
64 bytes from 10.0.0.2: icmp_seq=1065 ttl=64 time=1019 ms
64 bytes from 10.0.0.2: icmp_seq=1066 ttl=64 time=1011 ms
64 bytes from 10.0.0.2: icmp_seq=1067 ttl=64 time=1008 ms
64 bytes from 10.0.0.2: icmp_seq=1068 ttl=64 time=1010 ms
64 bytes from 10.0.0.2: icmp_seq=1069 ttl=64 time=1012 ms
64 bytes from 10.0.0.2: icmp_seq=1070 ttl=64 time=1010 ms
64 bytes from 10.0.0.2: icmp_seq=1071 ttl=64 time=1021 ms
64 bytes from 10.0.0.2: icmp_seq=1072 ttl=64 time=1012 ms
64 bytes from 10.0.0.2: icmp_seq=1073 ttl=64 time=1016 ms
64 bytes from 10.0.0.2: icmp_seq=1074 ttl=64 time=1006 ms
64 bytes from 10.0.0.2: icmp_seq=1075 ttl=64 time=1010 ms
64 bytes from 10.0.0.2: icmp_seq=1076 ttl=64 time=1008 ms
64 bytes from 10.0.0.2: icmp_seq=1077 ttl=64 time=1036 ms
64 bytes from 10.0.0.2: icmp_seq=1078 ttl=64 time=1032 ms
64 bytes from 10.0.0.2: icmp_seq=1079 ttl=64 time=1028 ms
64 bytes from 10.0.0.2: icmp_seq=1080 ttl=64 time=1024 ms
64 bytes from 10.0.0.2: icmp_seq=1081 ttl=64 time=1033 ms
64 bytes from 10.0.0.2: icmp_seq=1082 ttl=64 time=1024 ms
64 bytes from 10.0.0.2: icmp_seq=1083 ttl=64 time=1037 ms
64 bytes from 10.0.0.2: icmp_seq=1084 ttl=64 time=1032 ms
64 bytes from 10.0.0.2: icmp_seq=1085 ttl=64 time=1045 ms
64 bytes from 10.0.0.2: icmp_seq=1086 ttl=64 time=1042 ms
64 bytes from 10.0.0.2: icmp_seq=1087 ttl=64 time=1054 ms
64 bytes from 10.0.0.2: icmp_seq=1088 ttl=64 time=1044 ms
64 bytes from 10.0.0.2: icmp_seq=1089 ttl=64 time=1040 ms
64 bytes from 10.0.0.2: icmp_seq=1090 ttl=64 time=1047 ms
64 bytes from 10.0.0.2: icmp_seq=1091 ttl=64 time=1036 ms
64 bytes from 10.0.0.2: icmp_seq=1092 ttl=64 time=1046 ms
64 bytes from 10.0.0.2: icmp_seq=1093 ttl=64 time=1056 ms
64 bytes from 10.0.0.2: icmp_seq=1094 ttl=64 time=1046 ms
64 bytes from 10.0.0.2: icmp_seq=1095 ttl=64 time=1057 ms
64 bytes from 10.0.0.2: icmp_seq=1096 ttl=64 time=1046 ms
64 bytes from 10.0.0.2: icmp_seq=1097 ttl=64 time=1042 ms
64 bytes from 10.0.0.2: icmp_seq=1098 ttl=64 time=1040 ms
64 bytes from 10.0.0.2: icmp_seq=1099 ttl=64 time=1043 ms
64 bytes from 10.0.0.2: icmp_seq=1100 ttl=64 time=1040 ms
64 bytes from 10.0.0.2: icmp_seq=1101 ttl=64 time=1044 ms
64 bytes from 10.0.0.2: icmp_seq=1102 ttl=64 time=1057 ms
64 bytes from 10.0.0.2: icmp_seq=1103 ttl=64 time=1044 ms
64 bytes from 10.0.0.2: icmp_seq=1104 ttl=64 time=1039 ms
64 bytes from 10.0.0.2: icmp_seq=1105 ttl=64 time=1046 ms
64 bytes from 10.0.0.2: icmp_seq=1106 ttl=64 time=1041 ms
64 bytes from 10.0.0.2: icmp_seq=1107 ttl=64 time=1039 ms
64 bytes from 10.0.0.2: icmp_seq=1108 ttl=64 time=1045 ms
64 bytes from 10.0.0.2: icmp_seq=1109 ttl=64 time=1042 ms
64 bytes from 10.0.0.2: icmp_seq=1110 ttl=64 time=1060 ms
64 bytes from 10.0.0.2: icmp_seq=1111 ttl=64 time=1042 ms
64 bytes from 10.0.0.2: icmp_seq=1112 ttl=64 time=1038 ms
64 bytes from 10.0.0.2: icmp_seq=1113 ttl=64 time=1036 ms
64 bytes from 10.0.0.2: icmp_seq=1114 ttl=64 time=1053 ms
64 bytes from 10.0.0.2: icmp_seq=1115 ttl=64 time=1049 ms
64 bytes from 10.0.0.2: icmp_seq=1116 ttl=64 time=1040 ms
64 bytes from 10.0.0.2: icmp_seq=1117 ttl=64 time=1055 ms
64 bytes from 10.0.0.2: icmp_seq=1118 ttl=64 time=1066 ms
64 bytes from 10.0.0.2: icmp_seq=1119 ttl=64 time=1062 ms
64 bytes from 10.0.0.2: icmp_seq=1120 ttl=64 time=1060 ms
64 bytes from 10.0.0.2: icmp_seq=1121 ttl=64 time=1056 ms
64 bytes from 10.0.0.2: icmp_seq=1122 ttl=64 time=1068 ms
64 bytes from 10.0.0.2: icmp_seq=1123 ttl=64 time=1066 ms
64 bytes from 10.0.0.2: icmp_seq=1124 ttl=64 time=1062 ms
64 bytes from 10.0.0.2: icmp_seq=1125 ttl=64 time=1060 ms
64 bytes from 10.0.0.2: icmp_seq=1126 ttl=64 time=1072 ms
64 bytes from 10.0.0.2: icmp_seq=1127 ttl=64 time=1083 ms
64 bytes from 10.0.0.2: icmp_seq=1128 ttl=64 time=1081 ms
64 bytes from 10.0.0.2: icmp_seq=1129 ttl=64 time=1077 ms
64 bytes from 10.0.0.2: icmp_seq=1130 ttl=64 time=1074 ms
64 bytes from 10.0.0.2: icmp_seq=1131 ttl=64 time=1072 ms
64 bytes from 10.0.0.2: icmp_seq=1132 ttl=64 time=1086 ms
64 bytes from 10.0.0.2: icmp_seq=1133 ttl=64 time=1081 ms
64 bytes from 10.0.0.2: icmp_seq=1134 ttl=64 time=1079 ms
64 bytes from 10.0.0.2: icmp_seq=1135 ttl=64 time=1074 ms
