PING 10.0.0.2 (10.0.0.2) 56(84) bytes of data.
64 bytes from 10.0.0.2: icmp_seq=174 ttl=64 time=542 ms
64 bytes from 10.0.0.2: icmp_seq=175 ttl=64 time=539 ms
64 bytes from 10.0.0.2: icmp_seq=176 ttl=64 time=536 ms
64 bytes from 10.0.0.2: icmp_seq=177 ttl=64 time=550 ms
64 bytes from 10.0.0.2: icmp_seq=178 ttl=64 time=547 ms
64 bytes from 10.0.0.2: icmp_seq=179 ttl=64 time=542 ms
64 bytes from 10.0.0.2: icmp_seq=180 ttl=64 time=540 ms
64 bytes from 10.0.0.2: icmp_seq=181 ttl=64 time=535 ms
64 bytes from 10.0.0.2: icmp_seq=182 ttl=64 time=545 ms
64 bytes from 10.0.0.2: icmp_seq=183 ttl=64 time=541 ms
64 bytes from 10.0.0.2: icmp_seq=184 ttl=64 time=539 ms
64 bytes from 10.0.0.2: icmp_seq=185 ttl=64 time=535 ms
64 bytes from 10.0.0.2: icmp_seq=186 ttl=64 time=566 ms
64 bytes from 10.0.0.2: icmp_seq=187 ttl=64 time=563 ms
64 bytes from 10.0.0.2: icmp_seq=188 ttl=64 time=559 ms
64 bytes from 10.0.0.2: icmp_seq=189 ttl=64 time=557 ms
64 bytes from 10.0.0.2: icmp_seq=190 ttl=64 time=557 ms
64 bytes from 10.0.0.2: icmp_seq=191 ttl=64 time=565 ms
64 bytes from 10.0.0.2: icmp_seq=192 ttl=64 time=561 ms
64 bytes from 10.0.0.2: icmp_seq=193 ttl=64 time=562 ms
64 bytes from 10.0.0.2: icmp_seq=194 ttl=64 time=558 ms
64 bytes from 10.0.0.2: icmp_seq=195 ttl=64 time=567 ms
64 bytes from 10.0.0.2: icmp_seq=196 ttl=64 time=580 ms
64 bytes from 10.0.0.2: icmp_seq=197 ttl=64 time=582 ms
64 bytes from 10.0.0.2: icmp_seq=198 ttl=64 time=579 ms
64 bytes from 10.0.0.2: icmp_seq=199 ttl=64 time=577 ms
64 bytes from 10.0.0.2: icmp_seq=200 ttl=64 time=582 ms
64 bytes from 10.0.0.2: icmp_seq=201 ttl=64 time=581 ms
64 bytes from 10.0.0.2: icmp_seq=202 ttl=64 time=574 ms
64 bytes from 10.0.0.2: icmp_seq=203 ttl=64 time=587 ms
64 bytes from 10.0.0.2: icmp_seq=204 ttl=64 time=568 ms
64 bytes from 10.0.0.2: icmp_seq=205 ttl=64 time=580 ms
64 bytes from 10.0.0.2: icmp_seq=206 ttl=64 time=579 ms
64 bytes from 10.0.0.2: icmp_seq=207 ttl=64 time=575 ms
64 bytes from 10.0.0.2: icmp_seq=208 ttl=64 time=570 ms
64 bytes from 10.0.0.2: icmp_seq=209 ttl=64 time=600 ms
64 bytes from 10.0.0.2: icmp_seq=210 ttl=64 time=595 ms
64 bytes from 10.0.0.2: icmp_seq=211 ttl=64 time=593 ms
64 bytes from 10.0.0.2: icmp_seq=212 ttl=64 time=594 ms
64 bytes from 10.0.0.2: icmp_seq=213 ttl=64 time=590 ms
64 bytes from 10.0.0.2: icmp_seq=214 ttl=64 time=602 ms
64 bytes from 10.0.0.2: icmp_seq=215 ttl=64 time=590 ms
64 bytes from 10.0.0.2: icmp_seq=216 ttl=64 time=593 ms
64 bytes from 10.0.0.2: icmp_seq=217 ttl=64 time=597 ms
64 bytes from 10.0.0.2: icmp_seq=218 ttl=64 time=601 ms
64 bytes from 10.0.0.2: icmp_seq=219 ttl=64 time=616 ms
64 bytes from 10.0.0.2: icmp_seq=220 ttl=64 time=609 ms
64 bytes from 10.0.0.2: icmp_seq=221 ttl=64 time=609 ms
64 bytes from 10.0.0.2: icmp_seq=222 ttl=64 time=603 ms
64 bytes from 10.0.0.2: icmp_seq=223 ttl=64 time=617 ms
64 bytes from 10.0.0.2: icmp_seq=224 ttl=64 time=590 ms
64 bytes from 10.0.0.2: icmp_seq=225 ttl=64 time=597 ms
64 bytes from 10.0.0.2: icmp_seq=226 ttl=64 time=589 ms
64 bytes from 10.0.0.2: icmp_seq=227 ttl=64 time=586 ms
64 bytes from 10.0.0.2: icmp_seq=228 ttl=64 time=583 ms
64 bytes from 10.0.0.2: icmp_seq=229 ttl=64 time=523 ms
64 bytes from 10.0.0.2: icmp_seq=230 ttl=64 time=503 ms
64 bytes from 10.0.0.2: icmp_seq=231 ttl=64 time=499 ms
64 bytes from 10.0.0.2: icmp_seq=232 ttl=64 time=513 ms
64 bytes from 10.0.0.2: icmp_seq=233 ttl=64 time=505 ms
64 bytes from 10.0.0.2: icmp_seq=234 ttl=64 time=502 ms
64 bytes from 10.0.0.2: icmp_seq=235 ttl=64 time=582 ms
64 bytes from 10.0.0.2: icmp_seq=236 ttl=64 time=582 ms
64 bytes from 10.0.0.2: icmp_seq=237 ttl=64 time=590 ms
64 bytes from 10.0.0.2: icmp_seq=238 ttl=64 time=583 ms
64 bytes from 10.0.0.2: icmp_seq=239 ttl=64 time=582 ms
64 bytes from 10.0.0.2: icmp_seq=240 ttl=64 time=586 ms
64 bytes from 10.0.0.2: icmp_seq=241 ttl=64 time=591 ms
64 bytes from 10.0.0.2: icmp_seq=242 ttl=64 time=589 ms
64 bytes from 10.0.0.2: icmp_seq=243 ttl=64 time=585 ms
64 bytes from 10.0.0.2: icmp_seq=244 ttl=64 time=598 ms
64 bytes from 10.0.0.2: icmp_seq=245 ttl=64 time=596 ms
64 bytes from 10.0.0.2: icmp_seq=246 ttl=64 time=590 ms
64 bytes from 10.0.0.2: icmp_seq=247 ttl=64 time=592 ms
64 bytes from 10.0.0.2: icmp_seq=248 ttl=64 time=598 ms
64 bytes from 10.0.0.2: icmp_seq=249 ttl=64 time=596 ms
64 bytes from 10.0.0.2: icmp_seq=250 ttl=64 time=589 ms
64 bytes from 10.0.0.2: icmp_seq=251 ttl=64 time=587 ms
64 bytes from 10.0.0.2: icmp_seq=252 ttl=64 time=600 ms
64 bytes from 10.0.0.2: icmp_seq=253 ttl=64 time=596 ms
64 bytes from 10.0.0.2: icmp_seq=254 ttl=64 time=589 ms
64 bytes from 10.0.0.2: icmp_seq=255 ttl=64 time=616 ms
64 bytes from 10.0.0.2: icmp_seq=256 ttl=64 time=612 ms
64 bytes from 10.0.0.2: icmp_seq=257 ttl=64 time=626 ms
64 bytes from 10.0.0.2: icmp_seq=258 ttl=64 time=620 ms
64 bytes from 10.0.0.2: icmp_seq=259 ttl=64 time=617 ms
64 bytes from 10.0.0.2: icmp_seq=260 ttl=64 time=627 ms
64 bytes from 10.0.0.2: icmp_seq=261 ttl=64 time=633 ms
64 bytes from 10.0.0.2: icmp_seq=262 ttl=64 time=622 ms
64 bytes from 10.0.0.2: icmp_seq=263 ttl=64 time=620 ms
64 bytes from 10.0.0.2: icmp_seq=264 ttl=64 time=617 ms
64 bytes from 10.0.0.2: icmp_seq=265 ttl=64 time=621 ms
64 bytes from 10.0.0.2: icmp_seq=266 ttl=64 time=633 ms
64 bytes from 10.0.0.2: icmp_seq=267 ttl=64 time=622 ms
64 bytes from 10.0.0.2: icmp_seq=268 ttl=64 time=617 ms
64 bytes from 10.0.0.2: icmp_seq=269 ttl=64 time=622 ms
64 bytes from 10.0.0.2: icmp_seq=270 ttl=64 time=617 ms
64 bytes from 10.0.0.2: icmp_seq=271 ttl=64 time=622 ms
64 bytes from 10.0.0.2: icmp_seq=272 ttl=64 time=634 ms
64 bytes from 10.0.0.2: icmp_seq=273 ttl=64 time=621 ms
64 bytes from 10.0.0.2: icmp_seq=274 ttl=64 time=617 ms
64 bytes from 10.0.0.2: icmp_seq=275 ttl=64 time=621 ms
64 bytes from 10.0.0.2: icmp_seq=276 ttl=64 time=618 ms
64 bytes from 10.0.0.2: icmp_seq=277 ttl=64 time=632 ms
64 bytes from 10.0.0.2: icmp_seq=278 ttl=64 time=621 ms
64 bytes from 10.0.0.2: icmp_seq=279 ttl=64 time=635 ms
64 bytes from 10.0.0.2: icmp_seq=280 ttl=64 time=638 ms
64 bytes from 10.0.0.2: icmp_seq=281 ttl=64 time=652 ms
64 bytes from 10.0.0.2: icmp_seq=282 ttl=64 time=637 ms
64 bytes from 10.0.0.2: icmp_seq=283 ttl=64 time=636 ms
64 bytes from 10.0.0.2: icmp_seq=284 ttl=64 time=650 ms
64 bytes from 10.0.0.2: icmp_seq=285 ttl=64 time=639 ms
64 bytes from 10.0.0.2: icmp_seq=286 ttl=64 time=664 ms
64 bytes from 10.0.0.2: icmp_seq=287 ttl=64 time=660 ms
64 bytes from 10.0.0.2: icmp_seq=288 ttl=64 time=656 ms
64 bytes from 10.0.0.2: icmp_seq=289 ttl=64 time=652 ms
64 bytes from 10.0.0.2: icmp_seq=290 ttl=64 time=647 ms
64 bytes from 10.0.0.2: icmp_seq=291 ttl=64 time=659 ms
64 bytes from 10.0.0.2: icmp_seq=292 ttl=64 time=658 ms
64 bytes from 10.0.0.2: icmp_seq=293 ttl=64 time=657 ms
64 bytes from 10.0.0.2: icmp_seq=294 ttl=64 time=617 ms
64 bytes from 10.0.0.2: icmp_seq=295 ttl=64 time=632 ms
64 bytes from 10.0.0.2: icmp_seq=296 ttl=64 time=627 ms
64 bytes from 10.0.0.2: icmp_seq=297 ttl=64 time=623 ms
64 bytes from 10.0.0.2: icmp_seq=298 ttl=64 time=619 ms
64 bytes from 10.0.0.2: icmp_seq=299 ttl=64 time=584 ms
64 bytes from 10.0.0.2: icmp_seq=300 ttl=64 time=547 ms
64 bytes from 10.0.0.2: icmp_seq=301 ttl=64 time=546 ms
64 bytes from 10.0.0.2: icmp_seq=302 ttl=64 time=542 ms
64 bytes from 10.0.0.2: icmp_seq=303 ttl=64 time=539 ms
64 bytes from 10.0.0.2: icmp_seq=304 ttl=64 time=553 ms
64 bytes from 10.0.0.2: icmp_seq=305 ttl=64 time=566 ms
64 bytes from 10.0.0.2: icmp_seq=306 ttl=64 time=563 ms
64 bytes from 10.0.0.2: icmp_seq=307 ttl=64 time=561 ms
64 bytes from 10.0.0.2: icmp_seq=308 ttl=64 time=561 ms
64 bytes from 10.0.0.2: icmp_seq=309 ttl=64 time=561 ms
64 bytes from 10.0.0.2: icmp_seq=310 ttl=64 time=574 ms
64 bytes from 10.0.0.2: icmp_seq=311 ttl=64 time=570 ms
64 bytes from 10.0.0.2: icmp_seq=312 ttl=64 time=567 ms
64 bytes from 10.0.0.2: icmp_seq=313 ttl=64 time=565 ms
64 bytes from 10.0.0.2: icmp_seq=314 ttl=64 time=566 ms
64 bytes from 10.0.0.2: icmp_seq=315 ttl=64 time=558 ms
64 bytes from 10.0.0.2: icmp_seq=316 ttl=64 time=555 ms
64 bytes from 10.0.0.2: icmp_seq=317 ttl=64 time=570 ms
64 bytes from 10.0.0.2: icmp_seq=318 ttl=64 time=565 ms
64 bytes from 10.0.0.2: icmp_seq=319 ttl=64 time=562 ms
64 bytes from 10.0.0.2: icmp_seq=320 ttl=64 time=556 ms
64 bytes from 10.0.0.2: icmp_seq=321 ttl=64 time=556 ms
64 bytes from 10.0.0.2: icmp_seq=322 ttl=64 time=557 ms
64 bytes from 10.0.0.2: icmp_seq=323 ttl=64 time=577 ms
64 bytes from 10.0.0.2: icmp_seq=324 ttl=64 time=571 ms
64 bytes from 10.0.0.2: icmp_seq=325 ttl=64 time=564 ms
64 bytes from 10.0.0.2: icmp_seq=326 ttl=64 time=555 ms
64 bytes from 10.0.0.2: icmp_seq=327 ttl=64 time=569 ms
64 bytes from 10.0.0.2: icmp_seq=328 ttl=64 time=577 ms
64 bytes from 10.0.0.2: icmp_seq=329 ttl=64 time=570 ms
64 bytes from 10.0.0.2: icmp_seq=330 ttl=64 time=582 ms
64 bytes from 10.0.0.2: icmp_seq=331 ttl=64 time=578 ms
64 bytes from 10.0.0.2: icmp_seq=332 ttl=64 time=574 ms
64 bytes from 10.0.0.2: icmp_seq=333 ttl=64 time=572 ms
64 bytes from 10.0.0.2: icmp_seq=334 ttl=64 time=585 ms
64 bytes from 10.0.0.2: icmp_seq=335 ttl=64 time=585 ms
64 bytes from 10.0.0.2: icmp_seq=336 ttl=64 time=583 ms
64 bytes from 10.0.0.2: icmp_seq=337 ttl=64 time=576 ms
64 bytes from 10.0.0.2: icmp_seq=338 ttl=64 time=572 ms
64 bytes from 10.0.0.2: icmp_seq=339 ttl=64 time=568 ms
64 bytes from 10.0.0.2: icmp_seq=340 ttl=64 time=581 ms
64 bytes from 10.0.0.2: icmp_seq=341 ttl=64 time=563 ms
64 bytes from 10.0.0.2: icmp_seq=342 ttl=64 time=576 ms
64 bytes from 10.0.0.2: icmp_seq=343 ttl=64 time=569 ms
64 bytes from 10.0.0.2: icmp_seq=344 ttl=64 time=582 ms
64 bytes from 10.0.0.2: icmp_seq=345 ttl=64 time=578 ms
64 bytes from 10.0.0.2: icmp_seq=346 ttl=64 time=575 ms
64 bytes from 10.0.0.2: icmp_seq=347 ttl=64 time=571 ms
64 bytes from 10.0.0.2: icmp_seq=348 ttl=64 time=568 ms
64 bytes from 10.0.0.2: icmp_seq=349 ttl=64 time=598 ms
64 bytes from 10.0.0.2: icmp_seq=350 ttl=64 time=594 ms
64 bytes from 10.0.0.2: icmp_seq=351 ttl=64 time=590 ms
64 bytes from 10.0.0.2: icmp_seq=352 ttl=64 time=588 ms
64 bytes from 10.0.0.2: icmp_seq=353 ttl=64 time=586 ms
64 bytes from 10.0.0.2: icmp_seq=354 ttl=64 time=600 ms
64 bytes from 10.0.0.2: icmp_seq=355 ttl=64 time=663 ms
64 bytes from 10.0.0.2: icmp_seq=356 ttl=64 time=660 ms
64 bytes from 10.0.0.2: icmp_seq=357 ttl=64 time=673 ms
64 bytes from 10.0.0.2: icmp_seq=358 ttl=64 time=670 ms
64 bytes from 10.0.0.2: icmp_seq=359 ttl=64 time=670 ms
64 bytes from 10.0.0.2: icmp_seq=360 ttl=64 time=666 ms
64 bytes from 10.0.0.2: icmp_seq=361 ttl=64 time=670 ms
64 bytes from 10.0.0.2: icmp_seq=362 ttl=64 time=676 ms
64 bytes from 10.0.0.2: icmp_seq=363 ttl=64 time=673 ms
64 bytes from 10.0.0.2: icmp_seq=364 ttl=64 time=666 ms
64 bytes from 10.0.0.2: icmp_seq=365 ttl=64 time=679 ms
64 bytes from 10.0.0.2: icmp_seq=366 ttl=64 time=675 ms
64 bytes from 10.0.0.2: icmp_seq=367 ttl=64 time=669 ms
64 bytes from 10.0.0.2: icmp_seq=368 ttl=64 time=665 ms
64 bytes from 10.0.0.2: icmp_seq=369 ttl=64 time=675 ms
64 bytes from 10.0.0.2: icmp_seq=370 ttl=64 time=672 ms
64 bytes from 10.0.0.2: icmp_seq=371 ttl=64 time=668 ms
64 bytes from 10.0.0.2: icmp_seq=372 ttl=64 time=665 ms
64 bytes from 10.0.0.2: icmp_seq=373 ttl=64 time=693 ms
64 bytes from 10.0.0.2: icmp_seq=374 ttl=64 time=681 ms
64 bytes from 10.0.0.2: icmp_seq=375 ttl=64 time=693 ms
64 bytes from 10.0.0.2: icmp_seq=376 ttl=64 time=692 ms
64 bytes from 10.0.0.2: icmp_seq=377 ttl=64 time=687 ms
64 bytes from 10.0.0.2: icmp_seq=378 ttl=64 time=701 ms
64 bytes from 10.0.0.2: icmp_seq=379 ttl=64 time=703 ms
64 bytes from 10.0.0.2: icmp_seq=380 ttl=64 time=698 ms
64 bytes from 10.0.0.2: icmp_seq=381 ttl=64 time=692 ms
64 bytes from 10.0.0.2: icmp_seq=382 ttl=64 time=688 ms
64 bytes from 10.0.0.2: icmp_seq=383 ttl=64 time=685 ms
64 bytes from 10.0.0.2: icmp_seq=384 ttl=64 time=682 ms
64 bytes from 10.0.0.2: icmp_seq=385 ttl=64 time=688 ms
64 bytes from 10.0.0.2: icmp_seq=386 ttl=64 time=689 ms
64 bytes from 10.0.0.2: icmp_seq=387 ttl=64 time=711 ms
