1521001377.888765,0
1521001377.995592,6
1521001378.099267,12
1521001378.204762,18
1521001378.310292,25
1521001378.413639,31
1521001378.518650,38
1521001378.622143,44
1521001378.725574,50
1521001378.828889,57
1521001378.932018,65
1521001379.038284,73
1521001379.142966,80
1521001379.246292,88
1521001379.349661,95
1521001379.454808,99
1521001379.558624,100
1521001379.669832,100
1521001379.773823,100
1521001379.877348,99
1521001379.981057,100
1521001380.084220,100
1521001380.190195,99
1521001380.301396,100
1521001380.404431,100
1521001380.507709,99
1521001380.610890,100
1521001380.715956,99
1521001380.819543,100
1521001380.923155,99
1521001381.032911,98
1521001381.136126,99
1521001381.239118,100
1521001381.342363,99
1521001381.447124,99
1521001381.550491,98
1521001381.655036,99
1521001381.758302,99
1521001381.861432,100
1521001381.965237,99
1521001382.068461,100
1521001382.174395,99
1521001382.279270,99
1521001382.388485,100
1521001382.492524,99
1521001382.596786,98
1521001382.700548,98
1521001382.803550,96
1521001382.906849,95
1521001383.010629,97
1521001383.114853,96
1521001383.219126,96
1521001383.330962,100
1521001383.434157,99
1521001383.537559,100
1521001383.640501,99
1521001383.743449,100
1521001383.845876,99
1521001383.949706,99
1521001384.052961,99
1521001384.157094,99
1521001384.260328,100
1521001384.363867,99
1521001384.466944,86
1521001384.570378,96
1521001384.674161,99
1521001384.777945,100
1521001384.882205,98
1521001384.985660,88
1521001385.089056,76
1521001385.192589,62
1521001385.296784,53
1521001385.401097,52
1521001385.504540,51
1521001385.608372,52
1521001385.712332,55
1521001385.815508,69
1521001385.919430,77
1521001386.023663,84
1521001386.126906,91
1521001386.230438,97
1521001386.334462,99
1521001386.438702,99
1521001386.541922,97
1521001386.644752,91
1521001386.750212,88
1521001386.853403,85
1521001386.956697,85
1521001387.059871,83
1521001387.164043,80
1521001387.267869,80
1521001387.373024,78
1521001387.485382,94
1521001387.588521,97
1521001387.691833,97
1521001387.795009,97
1521001387.898378,96
1521001388.001603,97
1521001388.105110,96
1521001388.208450,98
1521001388.312034,97
1521001388.415284,93
1521001388.518422,86
1521001388.621529,81
1521001388.724666,75
1521001388.828250,69
1521001388.931861,62
1521001389.035860,57
1521001389.139460,50
1521001389.245070,43
1521001389.354342,35
1521001389.457676,26
1521001389.564016,24
1521001389.669194,26
1521001389.775332,26
1521001389.880217,26
1521001389.983831,26
1521001390.087151,26
