1521029996.121321,0
1521029996.224912,4
1521029996.328259,11
1521029996.431469,17
1521029996.535476,19
1521029996.639412,19
1521029996.743444,20
1521029996.847528,19
1521029996.950415,19
1521029997.053276,19
1521029997.157228,19
1521029997.260282,19
1521029997.364653,19
1521029997.468119,20
1521029997.572032,19
1521029997.675081,20
1521029997.778305,18
1521029997.882237,19
1521029997.985402,20
1521029998.088925,11
1521029998.192643,18
1521029998.296321,13
1521029998.400056,12
1521029998.503962,14
1521029998.607465,13
1521029998.711078,15
1521029998.814105,12
1521029998.917078,16
1521029999.020763,15
1521029999.123844,15
1521029999.227253,14
1521029999.331531,15
1521029999.438448,15
1521029999.542250,15
1521029999.647646,15
1521029999.751386,16
1521029999.854570,15
1521029999.958925,15
1521030000.062675,15
1521030000.166919,16
1521030000.270497,17
1521030000.373546,17
1521030000.476597,17
1521030000.580597,17
1521030000.684148,17
1521030000.787376,18
1521030000.891368,17
1521030000.994881,17
1521030001.098451,17
1521030001.201634,17
1521030001.304821,17
1521030001.407933,19
1521030001.511987,18
1521030001.615253,18
1521030001.718576,18
1521030001.821694,18
1521030001.924742,18
1521030002.032104,17
1521030002.134845,15
1521030002.238527,12
1521030002.341543,12
1521030002.445770,10
1521030002.548767,9
1521030002.657416,9
1521030002.762797,14
1521030002.865817,11
1521030002.969655,12
1521030003.073814,12
1521030003.177313,12
1521030003.281584,14
1521030003.384717,14
1521030003.487665,15
1521030003.598153,14
1521030003.706518,14
1521030003.809735,15
1521030003.913333,15
1521030004.016317,15
1521030004.119405,15
1521030004.222913,16
1521030004.325989,16
1521030004.429864,17
1521030004.533983,17
1521030004.637267,16
1521030004.741578,16
1521030004.844407,17
1521030004.947268,17
1521030005.050423,19
1521030005.153691,17
1521030005.257242,15
1521030005.361086,13
1521030005.464182,11
1521030005.567639,18
1521030005.670925,16
1521030005.773877,17
1521030005.876695,16
1521030005.981990,17
1521030006.085712,17
1521030006.188769,17
1521030006.292780,16
1521030006.396654,17
1521030006.500147,17
1521030006.603376,17
1521030006.706181,17
1521030006.810011,18
1521030006.913887,18
1521030007.017285,18
1521030007.120768,18
1521030007.224456,18
1521030007.328385,18
1521030007.433267,18
1521030007.537191,18
1521030007.641147,18
1521030007.744799,18
1521030007.848660,18
1521030007.951907,17
1521030008.055846,18
1521030008.162340,18
1521030008.265556,18
1521030008.368636,12
1521030008.472335,8
1521030008.576573,7
1521030008.680232,8
1521030008.783216,5
1521030008.886026,6
1521030008.989619,8
1521030009.092636,8
1521030009.195845,8
1521030009.299134,7
1521030009.402416,8
1521030009.505967,9
1521030009.609650,9
1521030009.712888,9
1521030009.816255,9
1521030009.920279,8
1521030010.025728,9
1521030010.129209,10
1521030010.233678,10
1521030010.337467,10
1521030010.441408,9
1521030010.544743,9
1521030010.649301,9
1521030010.752396,10
1521030010.855555,12
1521030010.961708,10
1521030011.066166,12
1521030011.170180,10
1521030011.274769,10
1521030011.379282,10
1521030011.482957,11
1521030011.585926,11
1521030011.689517,11
1521030011.792641,11
1521030011.896548,11
1521030012.000206,11
1521030012.103273,12
1521030012.208622,11
1521030012.312043,13
1521030012.414767,14
1521030012.518665,13
1521030012.621919,13
1521030012.724988,13
1521030012.828702,13
1521030012.932000,13
1521030013.037384,13
1521030013.140229,13
1521030013.244628,14
1521030013.347570,14
1521030013.450132,14
1521030013.557345,14
1521030013.660401,15
1521030013.763243,15
1521030013.866124,19
1521030013.969344,19
1521030014.076100,15
1521030014.179749,16
1521030014.282776,17
1521030014.386084,20
1521030014.489246,19
1521030014.592475,14
1521030014.695647,11
1521030014.800156,8
1521030014.902806,6
1521030015.007038,7
1521030015.110472,7
1521030015.214372,7
1521030015.317914,8
1521030015.421426,8
1521030015.525188,9
1521030015.628814,9
1521030015.731847,10
1521030015.837362,10
1521030015.940970,10
1521030016.048214,10
1521030016.151729,10
1521030016.254868,10
1521030016.358109,10
1521030016.461175,11
1521030016.564077,14
1521030016.667549,11
1521030016.771440,9
1521030016.875162,13
1521030016.978383,11
1521030017.082117,11
1521030017.186293,12
1521030017.289809,12
1521030017.393871,13
1521030017.497828,14
1521030017.600794,12
1521030017.703856,13
1521030017.807088,14
1521030017.910749,13
1521030018.014823,13
1521030018.118882,13
1521030018.222432,16
1521030018.326169,17
1521030018.429435,16
1521030018.532678,16
1521030018.636763,16
1521030018.740265,16
1521030018.844626,18
1521030018.948367,16
1521030019.052993,16
1521030019.157130,17
1521030019.261508,17
1521030019.366110,12
1521030019.470121,12
1521030019.574111,17
1521030019.677735,15
1521030019.781932,14
1521030019.884876,15
1521030019.987949,15
1521030020.091222,15
1521030020.194666,16
1521030020.297689,16
1521030020.407284,16
1521030020.512651,16
1521030020.615953,16
1521030020.718994,16
1521030020.822640,17
1521030020.926081,17
1521030021.029558,17
1521030021.132953,17
1521030021.240622,18
1521030021.347911,18
1521030021.451236,19
1521030021.554593,18
1521030021.657821,18
1521030021.761180,19
1521030021.864368,18
1521030021.967565,19
1521030022.076207,19
1521030022.180496,19
1521030022.284021,19
1521030022.388151,19
1521030022.491407,15
1521030022.595104,17
1521030022.698352,13
1521030022.801268,13
1521030022.908254,13
1521030023.011201,13
