PING 10.0.0.2 (10.0.0.2) 56(84) bytes of data.
64 bytes from 10.0.0.2: icmp_seq=381 ttl=64 time=262 ms
64 bytes from 10.0.0.2: icmp_seq=382 ttl=64 time=272 ms
64 bytes from 10.0.0.2: icmp_seq=383 ttl=64 time=268 ms
64 bytes from 10.0.0.2: icmp_seq=384 ttl=64 time=248 ms
64 bytes from 10.0.0.2: icmp_seq=385 ttl=64 time=229 ms
64 bytes from 10.0.0.2: icmp_seq=386 ttl=64 time=177 ms
64 bytes from 10.0.0.2: icmp_seq=387 ttl=64 time=173 ms
64 bytes from 10.0.0.2: icmp_seq=388 ttl=64 time=169 ms
64 bytes from 10.0.0.2: icmp_seq=389 ttl=64 time=187 ms
64 bytes from 10.0.0.2: icmp_seq=390 ttl=64 time=181 ms
64 bytes from 10.0.0.2: icmp_seq=391 ttl=64 time=177 ms
64 bytes from 10.0.0.2: icmp_seq=392 ttl=64 time=196 ms
64 bytes from 10.0.0.2: icmp_seq=393 ttl=64 time=186 ms
64 bytes from 10.0.0.2: icmp_seq=394 ttl=64 time=193 ms
64 bytes from 10.0.0.2: icmp_seq=395 ttl=64 time=190 ms
64 bytes from 10.0.0.2: icmp_seq=396 ttl=64 time=186 ms
64 bytes from 10.0.0.2: icmp_seq=397 ttl=64 time=181 ms
64 bytes from 10.0.0.2: icmp_seq=398 ttl=64 time=212 ms
64 bytes from 10.0.0.2: icmp_seq=399 ttl=64 time=207 ms
64 bytes from 10.0.0.2: icmp_seq=400 ttl=64 time=196 ms
64 bytes from 10.0.0.2: icmp_seq=401 ttl=64 time=201 ms
64 bytes from 10.0.0.2: icmp_seq=402 ttl=64 time=200 ms
64 bytes from 10.0.0.2: icmp_seq=403 ttl=64 time=210 ms
64 bytes from 10.0.0.2: icmp_seq=404 ttl=64 time=198 ms
64 bytes from 10.0.0.2: icmp_seq=405 ttl=64 time=193 ms
64 bytes from 10.0.0.2: icmp_seq=406 ttl=64 time=213 ms
64 bytes from 10.0.0.2: icmp_seq=407 ttl=64 time=210 ms
64 bytes from 10.0.0.2: icmp_seq=408 ttl=64 time=224 ms
64 bytes from 10.0.0.2: icmp_seq=409 ttl=64 time=221 ms
64 bytes from 10.0.0.2: icmp_seq=410 ttl=64 time=218 ms
64 bytes from 10.0.0.2: icmp_seq=411 ttl=64 time=215 ms
64 bytes from 10.0.0.2: icmp_seq=412 ttl=64 time=215 ms
64 bytes from 10.0.0.2: icmp_seq=413 ttl=64 time=224 ms
64 bytes from 10.0.0.2: icmp_seq=414 ttl=64 time=205 ms
64 bytes from 10.0.0.2: icmp_seq=415 ttl=64 time=234 ms
64 bytes from 10.0.0.2: icmp_seq=416 ttl=64 time=231 ms
64 bytes from 10.0.0.2: icmp_seq=417 ttl=64 time=233 ms
64 bytes from 10.0.0.2: icmp_seq=418 ttl=64 time=240 ms
64 bytes from 10.0.0.2: icmp_seq=419 ttl=64 time=240 ms
64 bytes from 10.0.0.2: icmp_seq=420 ttl=64 time=236 ms
64 bytes from 10.0.0.2: icmp_seq=421 ttl=64 time=239 ms
64 bytes from 10.0.0.2: icmp_seq=422 ttl=64 time=239 ms
64 bytes from 10.0.0.2: icmp_seq=423 ttl=64 time=234 ms
64 bytes from 10.0.0.2: icmp_seq=424 ttl=64 time=248 ms
64 bytes from 10.0.0.2: icmp_seq=425 ttl=64 time=247 ms
64 bytes from 10.0.0.2: icmp_seq=426 ttl=64 time=255 ms
64 bytes from 10.0.0.2: icmp_seq=427 ttl=64 time=257 ms
64 bytes from 10.0.0.2: icmp_seq=428 ttl=64 time=246 ms
64 bytes from 10.0.0.2: icmp_seq=429 ttl=64 time=244 ms
64 bytes from 10.0.0.2: icmp_seq=430 ttl=64 time=261 ms
64 bytes from 10.0.0.2: icmp_seq=431 ttl=64 time=260 ms
64 bytes from 10.0.0.2: icmp_seq=432 ttl=64 time=284 ms
64 bytes from 10.0.0.2: icmp_seq=433 ttl=64 time=289 ms
64 bytes from 10.0.0.2: icmp_seq=434 ttl=64 time=272 ms
64 bytes from 10.0.0.2: icmp_seq=435 ttl=64 time=267 ms
64 bytes from 10.0.0.2: icmp_seq=436 ttl=64 time=265 ms
64 bytes from 10.0.0.2: icmp_seq=437 ttl=64 time=260 ms
64 bytes from 10.0.0.2: icmp_seq=439 ttl=64 time=289 ms
64 bytes from 10.0.0.2: icmp_seq=440 ttl=64 time=284 ms
64 bytes from 10.0.0.2: icmp_seq=441 ttl=64 time=257 ms
64 bytes from 10.0.0.2: icmp_seq=442 ttl=64 time=207 ms
64 bytes from 10.0.0.2: icmp_seq=443 ttl=64 time=176 ms
64 bytes from 10.0.0.2: icmp_seq=444 ttl=64 time=176 ms
64 bytes from 10.0.0.2: icmp_seq=445 ttl=64 time=172 ms
64 bytes from 10.0.0.2: icmp_seq=446 ttl=64 time=186 ms
64 bytes from 10.0.0.2: icmp_seq=447 ttl=64 time=196 ms
64 bytes from 10.0.0.2: icmp_seq=448 ttl=64 time=209 ms
64 bytes from 10.0.0.2: icmp_seq=449 ttl=64 time=200 ms
64 bytes from 10.0.0.2: icmp_seq=450 ttl=64 time=194 ms
64 bytes from 10.0.0.2: icmp_seq=451 ttl=64 time=199 ms
64 bytes from 10.0.0.2: icmp_seq=452 ttl=64 time=197 ms
64 bytes from 10.0.0.2: icmp_seq=453 ttl=64 time=203 ms
64 bytes from 10.0.0.2: icmp_seq=454 ttl=64 time=214 ms
64 bytes from 10.0.0.2: icmp_seq=455 ttl=64 time=241 ms
64 bytes from 10.0.0.2: icmp_seq=456 ttl=64 time=234 ms
64 bytes from 10.0.0.2: icmp_seq=457 ttl=64 time=234 ms
64 bytes from 10.0.0.2: icmp_seq=458 ttl=64 time=228 ms
64 bytes from 10.0.0.2: icmp_seq=459 ttl=64 time=235 ms
64 bytes from 10.0.0.2: icmp_seq=460 ttl=64 time=235 ms
64 bytes from 10.0.0.2: icmp_seq=461 ttl=64 time=228 ms
64 bytes from 10.0.0.2: icmp_seq=462 ttl=64 time=240 ms
64 bytes from 10.0.0.2: icmp_seq=463 ttl=64 time=245 ms
64 bytes from 10.0.0.2: icmp_seq=464 ttl=64 time=250 ms
64 bytes from 10.0.0.2: icmp_seq=465 ttl=64 time=262 ms
64 bytes from 10.0.0.2: icmp_seq=466 ttl=64 time=261 ms
64 bytes from 10.0.0.2: icmp_seq=467 ttl=64 time=271 ms
64 bytes from 10.0.0.2: icmp_seq=468 ttl=64 time=265 ms
64 bytes from 10.0.0.2: icmp_seq=469 ttl=64 time=266 ms
64 bytes from 10.0.0.2: icmp_seq=470 ttl=64 time=274 ms
64 bytes from 10.0.0.2: icmp_seq=471 ttl=64 time=271 ms
64 bytes from 10.0.0.2: icmp_seq=472 ttl=64 time=269 ms
64 bytes from 10.0.0.2: icmp_seq=473 ttl=64 time=277 ms
64 bytes from 10.0.0.2: icmp_seq=474 ttl=64 time=308 ms
64 bytes from 10.0.0.2: icmp_seq=475 ttl=64 time=219 ms
64 bytes from 10.0.0.2: icmp_seq=476 ttl=64 time=184 ms
64 bytes from 10.0.0.2: icmp_seq=477 ttl=64 time=179 ms
64 bytes from 10.0.0.2: icmp_seq=478 ttl=64 time=209 ms
64 bytes from 10.0.0.2: icmp_seq=479 ttl=64 time=179 ms
64 bytes from 10.0.0.2: icmp_seq=480 ttl=64 time=203 ms
64 bytes from 10.0.0.2: icmp_seq=481 ttl=64 time=180 ms
64 bytes from 10.0.0.2: icmp_seq=482 ttl=64 time=185 ms
64 bytes from 10.0.0.2: icmp_seq=483 ttl=64 time=199 ms
64 bytes from 10.0.0.2: icmp_seq=484 ttl=64 time=211 ms
64 bytes from 10.0.0.2: icmp_seq=485 ttl=64 time=198 ms
64 bytes from 10.0.0.2: icmp_seq=486 ttl=64 time=211 ms
64 bytes from 10.0.0.2: icmp_seq=487 ttl=64 time=199 ms
64 bytes from 10.0.0.2: icmp_seq=488 ttl=64 time=209 ms
64 bytes from 10.0.0.2: icmp_seq=489 ttl=64 time=216 ms
64 bytes from 10.0.0.2: icmp_seq=490 ttl=64 time=227 ms
64 bytes from 10.0.0.2: icmp_seq=491 ttl=64 time=232 ms
64 bytes from 10.0.0.2: icmp_seq=492 ttl=64 time=236 ms
64 bytes from 10.0.0.2: icmp_seq=493 ttl=64 time=243 ms
64 bytes from 10.0.0.2: icmp_seq=494 ttl=64 time=241 ms
64 bytes from 10.0.0.2: icmp_seq=495 ttl=64 time=236 ms
64 bytes from 10.0.0.2: icmp_seq=496 ttl=64 time=236 ms
64 bytes from 10.0.0.2: icmp_seq=497 ttl=64 time=233 ms
64 bytes from 10.0.0.2: icmp_seq=498 ttl=64 time=245 ms
64 bytes from 10.0.0.2: icmp_seq=499 ttl=64 time=238 ms
64 bytes from 10.0.0.2: icmp_seq=500 ttl=64 time=155 ms
64 bytes from 10.0.0.2: icmp_seq=501 ttl=64 time=168 ms
64 bytes from 10.0.0.2: icmp_seq=502 ttl=64 time=148 ms
64 bytes from 10.0.0.2: icmp_seq=503 ttl=64 time=234 ms
64 bytes from 10.0.0.2: icmp_seq=504 ttl=64 time=237 ms
64 bytes from 10.0.0.2: icmp_seq=505 ttl=64 time=239 ms
64 bytes from 10.0.0.2: icmp_seq=506 ttl=64 time=242 ms
64 bytes from 10.0.0.2: icmp_seq=507 ttl=64 time=322 ms
64 bytes from 10.0.0.2: icmp_seq=508 ttl=64 time=306 ms
64 bytes from 10.0.0.2: icmp_seq=509 ttl=64 time=255 ms
64 bytes from 10.0.0.2: icmp_seq=510 ttl=64 time=248 ms
64 bytes from 10.0.0.2: icmp_seq=511 ttl=64 time=245 ms
64 bytes from 10.0.0.2: icmp_seq=512 ttl=64 time=259 ms
64 bytes from 10.0.0.2: icmp_seq=513 ttl=64 time=256 ms
64 bytes from 10.0.0.2: icmp_seq=514 ttl=64 time=250 ms
64 bytes from 10.0.0.2: icmp_seq=515 ttl=64 time=266 ms
64 bytes from 10.0.0.2: icmp_seq=516 ttl=64 time=259 ms
64 bytes from 10.0.0.2: icmp_seq=517 ttl=64 time=271 ms
64 bytes from 10.0.0.2: icmp_seq=518 ttl=64 time=268 ms
64 bytes from 10.0.0.2: icmp_seq=519 ttl=64 time=266 ms
64 bytes from 10.0.0.2: icmp_seq=520 ttl=64 time=279 ms
64 bytes from 10.0.0.2: icmp_seq=521 ttl=64 time=290 ms
64 bytes from 10.0.0.2: icmp_seq=522 ttl=64 time=290 ms
64 bytes from 10.0.0.2: icmp_seq=523 ttl=64 time=284 ms
64 bytes from 10.0.0.2: icmp_seq=524 ttl=64 time=280 ms
64 bytes from 10.0.0.2: icmp_seq=525 ttl=64 time=276 ms
64 bytes from 10.0.0.2: icmp_seq=526 ttl=64 time=306 ms
64 bytes from 10.0.0.2: icmp_seq=527 ttl=64 time=301 ms
64 bytes from 10.0.0.2: icmp_seq=528 ttl=64 time=278 ms
64 bytes from 10.0.0.2: icmp_seq=529 ttl=64 time=273 ms
64 bytes from 10.0.0.2: icmp_seq=530 ttl=64 time=248 ms
64 bytes from 10.0.0.2: icmp_seq=531 ttl=64 time=179 ms
64 bytes from 10.0.0.2: icmp_seq=532 ttl=64 time=208 ms
64 bytes from 10.0.0.2: icmp_seq=533 ttl=64 time=205 ms
64 bytes from 10.0.0.2: icmp_seq=534 ttl=64 time=195 ms
64 bytes from 10.0.0.2: icmp_seq=535 ttl=64 time=198 ms
64 bytes from 10.0.0.2: icmp_seq=536 ttl=64 time=196 ms
64 bytes from 10.0.0.2: icmp_seq=537 ttl=64 time=201 ms
64 bytes from 10.0.0.2: icmp_seq=538 ttl=64 time=201 ms
64 bytes from 10.0.0.2: icmp_seq=539 ttl=64 time=198 ms
64 bytes from 10.0.0.2: icmp_seq=540 ttl=64 time=227 ms
64 bytes from 10.0.0.2: icmp_seq=541 ttl=64 time=219 ms
64 bytes from 10.0.0.2: icmp_seq=542 ttl=64 time=217 ms
64 bytes from 10.0.0.2: icmp_seq=543 ttl=64 time=214 ms
64 bytes from 10.0.0.2: icmp_seq=544 ttl=64 time=226 ms
64 bytes from 10.0.0.2: icmp_seq=545 ttl=64 time=225 ms
64 bytes from 10.0.0.2: icmp_seq=546 ttl=64 time=220 ms
64 bytes from 10.0.0.2: icmp_seq=547 ttl=64 time=217 ms
64 bytes from 10.0.0.2: icmp_seq=548 ttl=64 time=224 ms
64 bytes from 10.0.0.2: icmp_seq=549 ttl=64 time=248 ms
64 bytes from 10.0.0.2: icmp_seq=550 ttl=64 time=246 ms
64 bytes from 10.0.0.2: icmp_seq=551 ttl=64 time=226 ms
64 bytes from 10.0.0.2: icmp_seq=552 ttl=64 time=242 ms
64 bytes from 10.0.0.2: icmp_seq=553 ttl=64 time=235 ms
64 bytes from 10.0.0.2: icmp_seq=554 ttl=64 time=233 ms
64 bytes from 10.0.0.2: icmp_seq=555 ttl=64 time=228 ms
64 bytes from 10.0.0.2: icmp_seq=556 ttl=64 time=240 ms
64 bytes from 10.0.0.2: icmp_seq=557 ttl=64 time=235 ms
64 bytes from 10.0.0.2: icmp_seq=558 ttl=64 time=249 ms
64 bytes from 10.0.0.2: icmp_seq=559 ttl=64 time=248 ms
64 bytes from 10.0.0.2: icmp_seq=560 ttl=64 time=256 ms
64 bytes from 10.0.0.2: icmp_seq=561 ttl=64 time=251 ms
64 bytes from 10.0.0.2: icmp_seq=562 ttl=64 time=247 ms
64 bytes from 10.0.0.2: icmp_seq=563 ttl=64 time=243 ms
64 bytes from 10.0.0.2: icmp_seq=564 ttl=64 time=256 ms
64 bytes from 10.0.0.2: icmp_seq=565 ttl=64 time=256 ms
64 bytes from 10.0.0.2: icmp_seq=566 ttl=64 time=251 ms
64 bytes from 10.0.0.2: icmp_seq=567 ttl=64 time=249 ms
64 bytes from 10.0.0.2: icmp_seq=568 ttl=64 time=261 ms
64 bytes from 10.0.0.2: icmp_seq=569 ttl=64 time=276 ms
64 bytes from 10.0.0.2: icmp_seq=570 ttl=64 time=254 ms
64 bytes from 10.0.0.2: icmp_seq=571 ttl=64 time=267 ms
64 bytes from 10.0.0.2: icmp_seq=572 ttl=64 time=265 ms
64 bytes from 10.0.0.2: icmp_seq=573 ttl=64 time=266 ms
64 bytes from 10.0.0.2: icmp_seq=574 ttl=64 time=280 ms
64 bytes from 10.0.0.2: icmp_seq=575 ttl=64 time=276 ms
64 bytes from 10.0.0.2: icmp_seq=576 ttl=64 time=271 ms
64 bytes from 10.0.0.2: icmp_seq=577 ttl=64 time=266 ms
64 bytes from 10.0.0.2: icmp_seq=578 ttl=64 time=263 ms
64 bytes from 10.0.0.2: icmp_seq=579 ttl=64 time=290 ms
64 bytes from 10.0.0.2: icmp_seq=580 ttl=64 time=288 ms
64 bytes from 10.0.0.2: icmp_seq=581 ttl=64 time=286 ms
64 bytes from 10.0.0.2: icmp_seq=582 ttl=64 time=290 ms
64 bytes from 10.0.0.2: icmp_seq=583 ttl=64 time=279 ms
64 bytes from 10.0.0.2: icmp_seq=584 ttl=64 time=275 ms
64 bytes from 10.0.0.2: icmp_seq=585 ttl=64 time=266 ms
64 bytes from 10.0.0.2: icmp_seq=586 ttl=64 time=245 ms
64 bytes from 10.0.0.2: icmp_seq=587 ttl=64 time=203 ms
64 bytes from 10.0.0.2: icmp_seq=588 ttl=64 time=150 ms
64 bytes from 10.0.0.2: icmp_seq=589 ttl=64 time=144 ms
64 bytes from 10.0.0.2: icmp_seq=590 ttl=64 time=151 ms
64 bytes from 10.0.0.2: icmp_seq=591 ttl=64 time=147 ms
64 bytes from 10.0.0.2: icmp_seq=592 ttl=64 time=144 ms
64 bytes from 10.0.0.2: icmp_seq=593 ttl=64 time=157 ms
64 bytes from 10.0.0.2: icmp_seq=594 ttl=64 time=169 ms
64 bytes from 10.0.0.2: icmp_seq=595 ttl=64 time=174 ms
64 bytes from 10.0.0.2: icmp_seq=596 ttl=64 time=170 ms
64 bytes from 10.0.0.2: icmp_seq=597 ttl=64 time=183 ms
64 bytes from 10.0.0.2: icmp_seq=598 ttl=64 time=180 ms
64 bytes from 10.0.0.2: icmp_seq=599 ttl=64 time=195 ms
64 bytes from 10.0.0.2: icmp_seq=600 ttl=64 time=204 ms
64 bytes from 10.0.0.2: icmp_seq=601 ttl=64 time=221 ms
64 bytes from 10.0.0.2: icmp_seq=602 ttl=64 time=233 ms
64 bytes from 10.0.0.2: icmp_seq=603 ttl=64 time=228 ms
64 bytes from 10.0.0.2: icmp_seq=604 ttl=64 time=241 ms
64 bytes from 10.0.0.2: icmp_seq=605 ttl=64 time=239 ms
64 bytes from 10.0.0.2: icmp_seq=606 ttl=64 time=236 ms
64 bytes from 10.0.0.2: icmp_seq=607 ttl=64 time=232 ms
64 bytes from 10.0.0.2: icmp_seq=608 ttl=64 time=229 ms
64 bytes from 10.0.0.2: icmp_seq=609 ttl=64 time=226 ms
64 bytes from 10.0.0.2: icmp_seq=610 ttl=64 time=254 ms
64 bytes from 10.0.0.2: icmp_seq=611 ttl=64 time=266 ms
64 bytes from 10.0.0.2: icmp_seq=612 ttl=64 time=265 ms
64 bytes from 10.0.0.2: icmp_seq=613 ttl=64 time=261 ms
64 bytes from 10.0.0.2: icmp_seq=614 ttl=64 time=274 ms
64 bytes from 10.0.0.2: icmp_seq=615 ttl=64 time=271 ms
64 bytes from 10.0.0.2: icmp_seq=616 ttl=64 time=269 ms
64 bytes from 10.0.0.2: icmp_seq=617 ttl=64 time=265 ms
64 bytes from 10.0.0.2: icmp_seq=618 ttl=64 time=261 ms
64 bytes from 10.0.0.2: icmp_seq=619 ttl=64 time=273 ms
64 bytes from 10.0.0.2: icmp_seq=620 ttl=64 time=270 ms
64 bytes from 10.0.0.2: icmp_seq=621 ttl=64 time=266 ms
64 bytes from 10.0.0.2: icmp_seq=622 ttl=64 time=279 ms
64 bytes from 10.0.0.2: icmp_seq=623 ttl=64 time=291 ms
64 bytes from 10.0.0.2: icmp_seq=624 ttl=64 time=305 ms
64 bytes from 10.0.0.2: icmp_seq=625 ttl=64 time=302 ms
64 bytes from 10.0.0.2: icmp_seq=626 ttl=64 time=299 ms
64 bytes from 10.0.0.2: icmp_seq=627 ttl=64 time=296 ms
64 bytes from 10.0.0.2: icmp_seq=628 ttl=64 time=292 ms
64 bytes from 10.0.0.2: icmp_seq=629 ttl=64 time=296 ms
64 bytes from 10.0.0.2: icmp_seq=630 ttl=64 time=307 ms
64 bytes from 10.0.0.2: icmp_seq=631 ttl=64 time=304 ms
64 bytes from 10.0.0.2: icmp_seq=632 ttl=64 time=296 ms
64 bytes from 10.0.0.2: icmp_seq=633 ttl=64 time=292 ms
64 bytes from 10.0.0.2: icmp_seq=634 ttl=64 time=296 ms
64 bytes from 10.0.0.2: icmp_seq=635 ttl=64 time=286 ms
64 bytes from 10.0.0.2: icmp_seq=636 ttl=64 time=281 ms
64 bytes from 10.0.0.2: icmp_seq=637 ttl=64 time=221 ms
64 bytes from 10.0.0.2: icmp_seq=638 ttl=64 time=157 ms
64 bytes from 10.0.0.2: icmp_seq=639 ttl=64 time=115 ms
64 bytes from 10.0.0.2: icmp_seq=640 ttl=64 time=121 ms
64 bytes from 10.0.0.2: icmp_seq=641 ttl=64 time=137 ms
64 bytes from 10.0.0.2: icmp_seq=642 ttl=64 time=135 ms
64 bytes from 10.0.0.2: icmp_seq=643 ttl=64 time=135 ms
64 bytes from 10.0.0.2: icmp_seq=644 ttl=64 time=136 ms
64 bytes from 10.0.0.2: icmp_seq=645 ttl=64 time=129 ms
64 bytes from 10.0.0.2: icmp_seq=646 ttl=64 time=213 ms
64 bytes from 10.0.0.2: icmp_seq=647 ttl=64 time=228 ms
64 bytes from 10.0.0.2: icmp_seq=648 ttl=64 time=230 ms
64 bytes from 10.0.0.2: icmp_seq=649 ttl=64 time=237 ms
64 bytes from 10.0.0.2: icmp_seq=650 ttl=64 time=233 ms
64 bytes from 10.0.0.2: icmp_seq=651 ttl=64 time=232 ms
64 bytes from 10.0.0.2: icmp_seq=652 ttl=64 time=254 ms
64 bytes from 10.0.0.2: icmp_seq=653 ttl=64 time=239 ms
64 bytes from 10.0.0.2: icmp_seq=654 ttl=64 time=235 ms
64 bytes from 10.0.0.2: icmp_seq=655 ttl=64 time=234 ms
64 bytes from 10.0.0.2: icmp_seq=656 ttl=64 time=246 ms
64 bytes from 10.0.0.2: icmp_seq=657 ttl=64 time=275 ms
64 bytes from 10.0.0.2: icmp_seq=658 ttl=64 time=271 ms
64 bytes from 10.0.0.2: icmp_seq=659 ttl=64 time=267 ms
64 bytes from 10.0.0.2: icmp_seq=660 ttl=64 time=264 ms
64 bytes from 10.0.0.2: icmp_seq=661 ttl=64 time=261 ms
64 bytes from 10.0.0.2: icmp_seq=662 ttl=64 time=274 ms
64 bytes from 10.0.0.2: icmp_seq=663 ttl=64 time=271 ms
64 bytes from 10.0.0.2: icmp_seq=664 ttl=64 time=265 ms
64 bytes from 10.0.0.2: icmp_seq=665 ttl=64 time=269 ms
64 bytes from 10.0.0.2: icmp_seq=666 ttl=64 time=275 ms
64 bytes from 10.0.0.2: icmp_seq=667 ttl=64 time=271 ms
64 bytes from 10.0.0.2: icmp_seq=668 ttl=64 time=300 ms
64 bytes from 10.0.0.2: icmp_seq=669 ttl=64 time=302 ms
64 bytes from 10.0.0.2: icmp_seq=670 ttl=64 time=275 ms
64 bytes from 10.0.0.2: icmp_seq=671 ttl=64 time=283 ms
64 bytes from 10.0.0.2: icmp_seq=672 ttl=64 time=201 ms
64 bytes from 10.0.0.2: icmp_seq=673 ttl=64 time=200 ms
64 bytes from 10.0.0.2: icmp_seq=674 ttl=64 time=193 ms
64 bytes from 10.0.0.2: icmp_seq=675 ttl=64 time=265 ms
64 bytes from 10.0.0.2: icmp_seq=676 ttl=64 time=260 ms
64 bytes from 10.0.0.2: icmp_seq=677 ttl=64 time=266 ms
64 bytes from 10.0.0.2: icmp_seq=678 ttl=64 time=281 ms
64 bytes from 10.0.0.2: icmp_seq=679 ttl=64 time=276 ms
64 bytes from 10.0.0.2: icmp_seq=680 ttl=64 time=292 ms
64 bytes from 10.0.0.2: icmp_seq=681 ttl=64 time=286 ms
64 bytes from 10.0.0.2: icmp_seq=682 ttl=64 time=281 ms
64 bytes from 10.0.0.2: icmp_seq=683 ttl=64 time=279 ms
64 bytes from 10.0.0.2: icmp_seq=684 ttl=64 time=277 ms
64 bytes from 10.0.0.2: icmp_seq=685 ttl=64 time=291 ms
64 bytes from 10.0.0.2: icmp_seq=686 ttl=64 time=284 ms
64 bytes from 10.0.0.2: icmp_seq=687 ttl=64 time=295 ms
64 bytes from 10.0.0.2: icmp_seq=688 ttl=64 time=306 ms
64 bytes from 10.0.0.2: icmp_seq=689 ttl=64 time=318 ms
64 bytes from 10.0.0.2: icmp_seq=690 ttl=64 time=297 ms
64 bytes from 10.0.0.2: icmp_seq=691 ttl=64 time=292 ms
64 bytes from 10.0.0.2: icmp_seq=692 ttl=64 time=297 ms
64 bytes from 10.0.0.2: icmp_seq=693 ttl=64 time=264 ms
64 bytes from 10.0.0.2: icmp_seq=694 ttl=64 time=277 ms
64 bytes from 10.0.0.2: icmp_seq=695 ttl=64 time=268 ms
64 bytes from 10.0.0.2: icmp_seq=696 ttl=64 time=262 ms
64 bytes from 10.0.0.2: icmp_seq=697 ttl=64 time=274 ms
64 bytes from 10.0.0.2: icmp_seq=698 ttl=64 time=272 ms
64 bytes from 10.0.0.2: icmp_seq=699 ttl=64 time=267 ms
64 bytes from 10.0.0.2: icmp_seq=700 ttl=64 time=264 ms
64 bytes from 10.0.0.2: icmp_seq=701 ttl=64 time=291 ms
64 bytes from 10.0.0.2: icmp_seq=702 ttl=64 time=304 ms
64 bytes from 10.0.0.2: icmp_seq=703 ttl=64 time=302 ms
64 bytes from 10.0.0.2: icmp_seq=704 ttl=64 time=298 ms
64 bytes from 10.0.0.2: icmp_seq=705 ttl=64 time=293 ms
64 bytes from 10.0.0.2: icmp_seq=706 ttl=64 time=297 ms
64 bytes from 10.0.0.2: icmp_seq=707 ttl=64 time=293 ms
64 bytes from 10.0.0.2: icmp_seq=708 ttl=64 time=307 ms
64 bytes from 10.0.0.2: icmp_seq=709 ttl=64 time=297 ms
64 bytes from 10.0.0.2: icmp_seq=710 ttl=64 time=276 ms
64 bytes from 10.0.0.2: icmp_seq=711 ttl=64 time=286 ms
64 bytes from 10.0.0.2: icmp_seq=712 ttl=64 time=194 ms
64 bytes from 10.0.0.2: icmp_seq=713 ttl=64 time=142 ms
64 bytes from 10.0.0.2: icmp_seq=714 ttl=64 time=114 ms
64 bytes from 10.0.0.2: icmp_seq=715 ttl=64 time=119 ms
64 bytes from 10.0.0.2: icmp_seq=716 ttl=64 time=116 ms
64 bytes from 10.0.0.2: icmp_seq=717 ttl=64 time=144 ms
64 bytes from 10.0.0.2: icmp_seq=718 ttl=64 time=142 ms
64 bytes from 10.0.0.2: icmp_seq=719 ttl=64 time=140 ms
64 bytes from 10.0.0.2: icmp_seq=720 ttl=64 time=140 ms
64 bytes from 10.0.0.2: icmp_seq=721 ttl=64 time=148 ms
64 bytes from 10.0.0.2: icmp_seq=722 ttl=64 time=156 ms
64 bytes from 10.0.0.2: icmp_seq=723 ttl=64 time=151 ms
64 bytes from 10.0.0.2: icmp_seq=724 ttl=64 time=148 ms
64 bytes from 10.0.0.2: icmp_seq=725 ttl=64 time=162 ms
64 bytes from 10.0.0.2: icmp_seq=726 ttl=64 time=154 ms
64 bytes from 10.0.0.2: icmp_seq=727 ttl=64 time=152 ms
64 bytes from 10.0.0.2: icmp_seq=728 ttl=64 time=165 ms
64 bytes from 10.0.0.2: icmp_seq=729 ttl=64 time=176 ms
64 bytes from 10.0.0.2: icmp_seq=730 ttl=64 time=176 ms
64 bytes from 10.0.0.2: icmp_seq=731 ttl=64 time=173 ms
64 bytes from 10.0.0.2: icmp_seq=732 ttl=64 time=168 ms
64 bytes from 10.0.0.2: icmp_seq=733 ttl=64 time=165 ms
64 bytes from 10.0.0.2: icmp_seq=734 ttl=64 time=187 ms
64 bytes from 10.0.0.2: icmp_seq=735 ttl=64 time=189 ms
64 bytes from 10.0.0.2: icmp_seq=736 ttl=64 time=187 ms
64 bytes from 10.0.0.2: icmp_seq=737 ttl=64 time=184 ms
64 bytes from 10.0.0.2: icmp_seq=738 ttl=64 time=181 ms
64 bytes from 10.0.0.2: icmp_seq=739 ttl=64 time=192 ms
64 bytes from 10.0.0.2: icmp_seq=740 ttl=64 time=186 ms
64 bytes from 10.0.0.2: icmp_seq=741 ttl=64 time=183 ms
64 bytes from 10.0.0.2: icmp_seq=742 ttl=64 time=181 ms
64 bytes from 10.0.0.2: icmp_seq=743 ttl=64 time=194 ms
64 bytes from 10.0.0.2: icmp_seq=744 ttl=64 time=206 ms
64 bytes from 10.0.0.2: icmp_seq=745 ttl=64 time=202 ms
64 bytes from 10.0.0.2: icmp_seq=746 ttl=64 time=197 ms
64 bytes from 10.0.0.2: icmp_seq=747 ttl=64 time=198 ms
64 bytes from 10.0.0.2: icmp_seq=748 ttl=64 time=196 ms
64 bytes from 10.0.0.2: icmp_seq=749 ttl=64 time=200 ms
64 bytes from 10.0.0.2: icmp_seq=750 ttl=64 time=196 ms
64 bytes from 10.0.0.2: icmp_seq=751 ttl=64 time=226 ms
64 bytes from 10.0.0.2: icmp_seq=752 ttl=64 time=220 ms
64 bytes from 10.0.0.2: icmp_seq=753 ttl=64 time=230 ms
64 bytes from 10.0.0.2: icmp_seq=754 ttl=64 time=220 ms
64 bytes from 10.0.0.2: icmp_seq=755 ttl=64 time=210 ms
64 bytes from 10.0.0.2: icmp_seq=756 ttl=64 time=221 ms
64 bytes from 10.0.0.2: icmp_seq=757 ttl=64 time=214 ms
64 bytes from 10.0.0.2: icmp_seq=758 ttl=64 time=213 ms
